0,1,2,3,4,5,6,7,8,9,10
rolls/buns,nuts/prunes,pastry,fruit/vegetable juice,,,,,,,
male cosmetics,pastry,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
onions,specialty chocolate,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
cream,yogurt,,,,,,,,,
sausage,rolls/buns,soda,other vegetables,,,,,,,
tropical fruit,whole milk,,,,,,,,,
hamburger meat,bottled beer,brown bread,yogurt,,,,,,,
beef,specialty chocolate,,,,,,,,,
other vegetables,margarine,bottled water,,,,,,,,
tropical fruit,sweet spreads,,,,,,,,,
whole milk,yogurt,,,,,,,,,
other vegetables,chicken,,,,,,,,,
pork,citrus fruit,,,,,,,,,
pip fruit,soda,,,,,,,,,
rolls/buns,pickled vegetables,chocolate,whole milk,,,,,,,
butter,mustard,,,,,,,,,
whole milk,rolls/buns,other vegetables,margarine,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
pastry,semi-finished bread,,,,,,,,,
grapes,soda,,,,,,,,,
sausage,pastry,soda,,,,,,,,
cat food,whole milk,turkey,spread cheese,canned beer,berries,long life bakery product,,,,
whipped/sour cream,yogurt,,,,,,,,,
pork,root vegetables,,,,,,,,,
sugar,curd,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
shopping bags,whole milk,domestic eggs,,,,,,,,
yogurt,butter milk,,,,,,,,,
other vegetables,whole milk,candy,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
pip fruit,white wine,white bread,salt,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
pet care,snack products,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
ham,processed cheese,,,,,,,,,
curd cheese,red/blush wine,margarine,,,,,,,,
domestic eggs,cat food,,,,,,,,,
fruit/vegetable juice,whole milk,frozen vegetables,rolls/buns,,,,,,,
sausage,other vegetables,,,,,,,,,
beverages,dessert,,,,,,,,,
specialty chocolate,whole milk,,,,,,,,,
frozen dessert,herbs,brown bread,,,,,,,,
pip fruit,syrup,,,,,,,,,
syrup,waffles,,,,,,,,,
bottled beer,white bread,,,,,,,,,
pastry,frozen potato products,,,,,,,,,
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products,,,
canned beer,brown bread,napkins,,,,,,,,
pork,whole milk,,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
chicken,rolls/buns,,,,,,,,,
hygiene articles,newspapers,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
newspapers,brown bread,,,,,,,,,
butter,whole milk,,,,,,,,,
canned beer,long life bakery product,dish cleaner,candy,,,,,,,
pork,curd,,,,,,,,,
ham,curd,,,,,,,,,
hard cheese,yogurt,,,,,,,,,
zwieback,frozen dessert,shopping bags,cream cheese ,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
butter milk,waffles,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
red/blush wine,bottled beer,yogurt,pip fruit,mustard,,,,,,
turkey,salt,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
whole milk,white bread,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
sausage,margarine,,,,,,,,,
canned fish,cling film/bags,,,,,,,,,
chocolate marshmallow,canned beer,,,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
yogurt,hard cheese,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
pork,whole milk,flower (seeds),,,,,,,,
chicken,rolls/buns,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
grapes,chocolate marshmallow,dishes,,,,,,,,
rolls/buns,candy,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
frozen vegetables,cream cheese ,,,,,,,,,
hard cheese,butter,,,,,,,,,
sausage,nuts/prunes,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
frozen meals,rolls/buns,butter,fruit/vegetable juice,,,,,,,
citrus fruit,pastry,,,,,,,,,
sausage,bottled beer,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
whole milk,rolls/buns,tropical fruit,other vegetables,cake bar,rolls/buns,curd,,,,
soda,other vegetables,,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
other vegetables,root vegetables,bottled water,,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
soda,rolls/buns,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
dessert,dental care,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
butter milk,newspapers,,,,,,,,,
tropical fruit,butter,frozen fruits,,,,,,,,
sausage,pip fruit,,,,,,,,,
beef,whole milk,,,,,,,,,
sugar,bottled water,,,,,,,,,
sausage,pip fruit,,,,,,,,,
frankfurter,canned beer,citrus fruit,frozen vegetables,chicken,oil,soda,,,,
sausage,frozen vegetables,,,,,,,,,
butter milk,soups,canned fruit,,,,,,,,
soda,napkins,,,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
whole milk,rolls/buns,,,,,,,,,
cat food,sparkling wine,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
cat food,whipped/sour cream,whole milk,,,,,,,,
soda,dish cleaner,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
soda,yogurt,,,,,,,,,
soda,spices,shopping bags,,,,,,,,
red/blush wine,cream cheese ,,,,,,,,,
sausage,beverages,,,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
hard cheese,domestic eggs,,,,,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
tropical fruit,butter,,,,,,,,,
yogurt,pastry,,,,,,,,,
pork,ham,,,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
soda,meat,,,,,,,,,
meat,other vegetables,,,,,,,,,
curd,ice cream,,,,,,,,,
whole milk,tropical fruit,chocolate,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
onions,bottled beer,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,curd,yogurt,pudding powder,,,,,,,
misc. beverages,bottled water,mustard,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
whole milk,hard cheese,,,,,,,,,
dish cleaner,ice cream,jam,newspapers,,,,,,,
other vegetables,chocolate,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
cat food,domestic eggs,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
chicken,bottled water,,,,,,,,,
pork,pastry,,,,,,,,,
vinegar,newspapers,brown bread,,,,,,,,
beverages,whole milk,,,,,,,,,
rolls/buns,pork,,,,,,,,,
seasonal products,frozen vegetables,yogurt,,,,,,,,
frankfurter,bottled water,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,flour,,,,,,,,,
decalcifier,grapes,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,berries,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
beverages,candles,,,,,,,,,
dessert,curd,whole milk,bottled water,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
bottled water,tropical fruit,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
frankfurter,chicken,meat,bottled beer,other vegetables,pastry,misc. beverages,root vegetables,salt,,
cocoa drinks,sliced cheese,,,,,,,,,
chicken,dishes,,,,,,,,,
bottled beer,liver loaf,bottled water,pastry,,,,,,,
butter milk,dessert,,,,,,,,,
chewing gum,coffee,napkins,brown bread,,,,,,,
cereals,bottled water,,,,,,,,,
other vegetables,other vegetables,frozen dessert,waffles,soda,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pot plants,misc. beverages,baking powder,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
whole milk,bottled water,,,,,,,,,
coffee,soda,,,,,,,,,
tropical fruit,whole milk,dog food,,,,,,,,
canned beer,bottled water,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,dishes,,,,,,,,,
other vegetables,coffee,,,,,,,,,
soda,root vegetables,rolls/buns,,,,,,,,
chicken,shopping bags,other vegetables,whole milk,,,,,,,
chicken,rolls/buns,newspapers,,,,,,,,
specialty bar,waffles,,,,,,,,,
sausage,whole milk,whipped/sour cream,domestic eggs,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
dish cleaner,waffles,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
semi-finished bread,whole milk,mustard,,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
pork,white wine,,,,,,,,,
chicken,bottled water,,,,,,,,,
tropical fruit,berries,whole milk,soap,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
condensed milk,bottled water,bottled beer,,,,,,,,
misc. beverages,newspapers,,,,,,,,,
meat,hamburger meat,,,,,,,,,
frankfurter,beef,meat,waffles,whole milk,curd,white bread,frozen meals,sugar,,
cat food,soda,,,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
brown bread,canned beer,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
finished products,ice cream,tropical fruit,whole milk,,,,,,,
fish,canned beer,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
pork,rolls/buns,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
sausage,newspapers,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,sugar,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
ice cream,waffles,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
sausage,soda,newspapers,,,,,,,,
hygiene articles,margarine,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
onions,long life bakery product,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
other vegetables,curd,,,,,,,,,
napkins,tropical fruit,yogurt,sugar,,,,,,,
curd,frozen fish,,,,,,,,,
whole milk,pasta,,,,,,,,,
sausage,salt,,,,,,,,,
beverages,other vegetables,root vegetables,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
other vegetables,soda,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
chicken,pork,frozen fish,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
zwieback,brown bread,,,,,,,,,
specialty bar,canned beer,,,,,,,,,
frozen meals,napkins,,,,,,,,,
bottled beer,whole milk,UHT-milk,chocolate,,,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
tropical fruit,chicken,onions,packaged fruit/vegetables,,,,,,,
coffee,rolls/buns,,,,,,,,,
frankfurter,curd,,,,,,,,,
coffee,citrus fruit,,,,,,,,,
ham,brown bread,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
butter,berries,cereals,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
newspapers,whole milk,,,,,,,,,
semi-finished bread,ketchup,,,,,,,,,
soda,other vegetables,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
canned beer,yogurt,,,,,,,,,
soda,shopping bags,,,,,,,,,
whole milk,bottled water,,,,,,,,,
frankfurter,chicken,processed cheese,dessert,,,,,,,
curd,newspapers,,,,,,,,,
berries,pip fruit,,,,,,,,,
bottled water,bottled water,,,,,,,,,
pip fruit,white wine,,,,,,,,,
sausage,canned beer,,,,,,,,,
specialty bar,soda,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
hamburger meat,candy,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
brown bread,soda,,,,,,,,,
flour,bottled water,,,,,,,,,
pork,other vegetables,,,,,,,,,
other vegetables,red/blush wine,curd,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
berries,tropical fruit,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
soda,Instant food products,,,,,,,,,
sausage,bottled water,whole milk,,,,,,,,
berries,processed cheese,,,,,,,,,
zwieback,citrus fruit,,,,,,,,,
pork,soda,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
curd,yogurt,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
ham,brown bread,,,,,,,,,
soda,whole milk,oil,,,,,,,,
whole milk,bottled water,,,,,,,,,
root vegetables,margarine,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
other vegetables,pork,,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
ice cream,pork,,,,,,,,,
pip fruit,cookware,rolls/buns,whole milk,,,,,,,
curd,pork,,,,,,,,,
domestic eggs,mayonnaise,coffee,,,,,,,,
whole milk,berries,,,,,,,,,
frankfurter,yogurt,canned beer,,,,,,,,
citrus fruit,beverages,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
meat,sausage,other vegetables,shopping bags,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,pastry,,,,,,,,,
liquor,curd,yogurt,tropical fruit,,,,,,,
other vegetables,chicken,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
UHT-milk,newspapers,bottled water,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
curd,specialty chocolate,,,,,,,,,
chocolate marshmallow,ready soups,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
curd,long life bakery product,,,,,,,,,
beef,root vegetables,,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
fruit/vegetable juice,canned fish,,,,,,,,,
frozen dessert,detergent,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
frankfurter,sliced cheese,,,,,,,,,
chicken,whole milk,curd,frozen meals,beverages,,,,,,
rolls/buns,soda,shopping bags,,,,,,,,
other vegetables,whole milk,,,,,,,,,
butter,bottled water,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
waffles,ketchup,candy,,,,,,,,
specialty cheese,onions,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
other vegetables,margarine,other vegetables,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
domestic eggs,candy,,,,,,,,,
meat,whole milk,,,,,,,,,
pip fruit,white wine,,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
soda,salty snack,,,,,,,,,
pork,salty snack,,,,,,,,,
soda,chocolate,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
whole milk,frozen meals,rolls/buns,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
root vegetables,butter,,,,,,,,,
ham,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frozen meals,margarine,semi-finished bread,,,,,,,,
pickled vegetables,soda,,,,,,,,,
yogurt,napkins,,,,,,,,,
waffles,white bread,,,,,,,,,
sausage,bottled beer,,,,,,,,,
whole milk,candles,yogurt,,,,,,,,
canned beer,herbs,margarine,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
oil,canned beer,,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
whole milk,soda,,,,,,,,,
oil,bottled beer,,,,,,,,,
citrus fruit,candy,,,,,,,,,
newspapers,candy,,,,,,,,,
pastry,meat,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
onions,instant coffee,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
frankfurter,yogurt,cat food,,,,,,,,
brown bread,sparkling wine,,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
frozen meals,jam,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
whole milk,sugar,whole milk,onions,processed cheese,pip fruit,whole milk,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
yogurt,whole milk,,,,,,,,,
domestic eggs,other vegetables,brown bread,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
soda,root vegetables,,,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
pip fruit,pastry,,,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
ham,soda,specialty chocolate,,,,,,,,
sausage,meat,,,,,,,,,
rolls/buns,grapes,domestic eggs,,,,,,,,
pastry,seasonal products,butter,bottled beer,,,,,,,
ham,whole milk,,,,,,,,,
pastry,coffee,newspapers,,,,,,,,
candy,coffee,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
citrus fruit,beef,coffee,,,,,,,,
meat,pasta,,,,,,,,,
onions,bottled water,cream cheese ,hard cheese,,,,,,,
long life bakery product,newspapers,,,,,,,,,
root vegetables,onions,,,,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
ham,newspapers,,,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
root vegetables,yogurt,newspapers,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
yogurt,tropical fruit,bottled water,yogurt,,,,,,,
dishes,butter milk,,,,,,,,,
pork,brown bread,,,,,,,,,
beef,yogurt,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
liver loaf,herbs,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
frankfurter,soda,soda,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
soda,cereals,,,,,,,,,
napkins,coffee,,,,,,,,,
canned beer,candy,,,,,,,,,
root vegetables,candles,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
bottled beer,grapes,other vegetables,bottled water,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
tropical fruit,sausage,root vegetables,spread cheese,,,,,,,
liqueur,chocolate,,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
frozen vegetables,flower (seeds),,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
sausage,bottled beer,hygiene articles,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
tropical fruit,butter milk,softener,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
newspapers,pastry,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,bottled beer,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
onions,sugar,mustard,rolls/buns,,,,,,,
pork,whipped/sour cream,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
sausage,cream,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
onions,waffles,,,,,,,,,
coffee,napkins,,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
meat,pip fruit,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
other vegetables,butter,,,,,,,,,
frankfurter,soda,,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
bottled water,other vegetables,,,,,,,,,
candles,whole milk,,,,,,,,,
frozen fish,margarine,,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
shopping bags,shopping bags,,,,,,,,,
pork,salty snack,sliced cheese,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
onions,oil,,,,,,,,,
citrus fruit,soap,,,,,,,,,
chicken,soups,bottled water,,,,,,,,
rolls/buns,butter,,,,,,,,,
abrasive cleaner,yogurt,frozen meals,,,,,,,,
pip fruit,flower (seeds),,,,,,,,,
whole milk,whole milk,pastry,pickled vegetables,,,,,,,
soda,whipped/sour cream,,,,,,,,,
hamburger meat,frozen vegetables,cream cheese ,,,,,,,,
yogurt,waffles,domestic eggs,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
canned beer,bottled water,,,,,,,,,
rice,margarine,,,,,,,,,
citrus fruit,butter,,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
chicken,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,beverages,,,,,,,,,
root vegetables,coffee,,,,,,,,,
brown bread,shopping bags,soda,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
pork,canned beer,,,,,,,,,
candy,pastry,napkins,,,,,,,,
chocolate,beverages,,,,,,,,,
sausage,bottled water,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
dishes,dessert,,,,,,,,,
soda,curd,soda,,,,,,,,
napkins,mayonnaise,,,,,,,,,
pork,yogurt,,,,,,,,,
cling film/bags,curd,,,,,,,,,
sausage,softener,,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
candy,margarine,butter,,,,,,,,
yogurt,soda,dessert,,,,,,,,
rolls/buns,brown bread,rolls/buns,sliced cheese,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
hygiene articles,napkins,,,,,,,,,
beef,pork,salty snack,abrasive cleaner,pasta,shopping bags,,,,,
dessert,newspapers,bottled water,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,coffee,,,,,,,,,
sausage,processed cheese,,,,,,,,,
ham,citrus fruit,cling film/bags,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
frankfurter,berries,bottled water,processed cheese,pickled vegetables,,,,,,
butter,coffee,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
beef,bottled water,soda,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
frozen vegetables,salty snack,,,,,,,,,
misc. beverages,napkins,,,,,,,,,
berries,ice cream,,,,,,,,,
pastry,tropical fruit,citrus fruit,coffee,,,,,,,
cream cheese ,pastry,,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
prosecco,rolls/buns,specialty chocolate,white bread,,,,,,,
soda,curd,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soft cheese,coffee,,,,,,,,,
frankfurter,soda,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
dessert,dental care,waffles,,,,,,,,
sausage,dessert,,,,,,,,,
yogurt,UHT-milk,,,,,,,,,
detergent,candy,,,,,,,,,
rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
